text,clean_text,sentiment,source
 dammm..i thought i was on to something  lollllll,dammm..i thought i was on to something lolll,0,tsad
" No, it`s annoying and makes us girls that follow sports and are knowledgable look dumb","No, it`s annoying and makes us girls that follow sports and are knowledgable look dumb",0,tsad
Recovering from a lovely but slightly stressful weekend in France,Recovering from a lovely but slightly stressful weekend in France,1,tsad
 YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?,YES!!! one final party better make it a good one !! how much mpre stuff you got to go?,2,tsad
 I would like to be able to go just to ONE of those,I would like to be able to go just to ONE of those,1,tsad
Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans & chanclas all week!,Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans & chanclas all week!,1,tsad
 Hello How are you,Hello How are you,1,tsad
"this laptop is going to die, its not working!","this laptop is going to die, its not working!",0,tsad
I lied have yet to see good looking men,I lied have yet to see good looking men,1,tsad
 Good Morning my Swedish Friend. I love the Meat Balls.  haha,Good Morning my Swedish Friend. I love the Meat Balls. haha,2,tsad
" I want to get all dressed up and go out to, but I to have no one to go with, I`m with you mentor","I want to get all dressed up and go out to, but I to have no one to go with, I`m with you mentor",0,tsad
"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom....","Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers I miss my mom...",2,tsad
i dont noe what to eat for breakfast hmmmmmmm im so hungry,i dont noe what to eat for breakfast hmmm im so hungry,1,tsad
: aiaahh.. poor u  tell ur mom already?,: aiaahh.. poor u tell ur mom already?,0,tsad
_B_Judah i am too old for Vegas,_B_Judah i am too old for Vegas,1,tsad
Hello World,Hello World,1,tsad
Roscoe - Smooth Sailin` WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,Roscoe - Smooth Sailin` WHY DID NO ONE TELL ME ABOUT THIS SONG??? RAP FRIENDS U HAVE FAILED ME,0,tsad
i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.,i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.,1,tsad
I`m at home recovering from major liver surgery.  In alot of pain.,I`m at home recovering from major liver surgery. In alot of pain.,0,tsad
 don`t care about my struggles..,don`t care about my struggles..,0,tsad
 yeah I m so happy for them that they should moved on and out there partying I m so happy,yeah I m so happy for them that they should moved on and out there partying I m so happy,2,tsad
"So much work, so little time","So much work, so little time",0,tsad
Happy Mother`s Day Moms  Take a load of for at least a day!,Happy Mother`s Day Moms Take a load of for at least a day!,2,tsad
Home. Don`t think i`ll wake up at 5. :-p I had set an alarm for 6 in the kids` room & forgot to turn it off. I feel bad about that.,Home. Don`t think i`ll wake up at 5. :-p I had set an alarm for 6 in the kids` room & forgot to turn it off. I feel bad about that.,0,tsad
Silly boyfriend forgets his phone charger on his 4 day long trip to Kilkenny and now I can`t talk to him and see how his gig went! Poo!,Silly boyfriend forgets his phone charger on his 4 day long trip to Kilkenny and now I can`t talk to him and see how his gig went! Poo!,0,tsad
So my first aid shift started out with some excitement but now it`s kinda died down...  I wish I could do this more often!,So my first aid shift started out with some excitement but now it`s kinda died down... I wish I could do this more often!,1,tsad
Driving home after an ok night  Iwish,Driving home after an ok night Iwish,1,tsad
I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,1,tsad
_ i wanna go to the pub,_ i wanna go to the pub,1,tsad
" Thanks mate, just came on board here at Twitter ...  .. tweet up sounds great..","Thanks mate, just came on board here at Twitter ... .. tweet up sounds great..",2,tsad
"Oh, and now Mondays also mean new American Dad!  So glad I watched that show, so funny, and it makes Mondays even better","Oh, and now Mondays also mean new American Dad! So glad I watched that show, so funny, and it makes Mondays even better",2,tsad
aww only 15minutes left of family guy,aww only 15minutes left of family guy,1,tsad
getting bored of walking up and down the stairs,getting bored of walking up and down the stairs,0,tsad
"Eating Toast  ~Peanut Butter,,Yum","Eating Toast ~Peanut Butter,,Yum",2,tsad
"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother`s Day!","barely awake, eating breakfast.. marathon morning! Good luck to all the racers, and happy Mother`s Day!",2,tsad
  HELLOOOO !!!,HELLOOO !!!,1,tsad
Thinking I`m super excited about this week!,Thinking I`m super excited about this week!,2,tsad
"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!","Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",2,tsad
i`m pretty bored/tried. my mom is going to be home in an hour.  is fixing to leave. aww...  she`s going to texas for a month..,i`m pretty bored/tried. my mom is going to be home in an hour. is fixing to leave. aww... she`s going to texas for a month..,0,tsad
Gonna go drop some logs in the pool  back in 15 min,Gonna go drop some logs in the pool back in 15 min,1,tsad
FacePanda is cool,FacePanda is cool,2,tsad
" I`m running out of things to say, and I`m starting to think you`ll hate me for flooding your inbox with 'Philippines tour?'","I`m running out of things to say, and I`m starting to think you`ll hate me for flooding your inbox with 'Philippines tour?'",0,tsad
"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma","is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma",0,tsad
about to start my least favourite chore.... mopping the floor,about to start my least favourite chore... mopping the floor,0,tsad
why does twitter hate me i cant put no photos on my page,why does twitter hate me i cant put no photos on my page,0,tsad
and were going to pune tomorrow,and were going to pune tomorrow,1,tsad
"awesome milkshakes, i had areo mint,. we just blended it up, it was like a lumpy smoothie  so then we did some more chattering and ...","awesome milkshakes, i had areo mint,. we just blended it up, it was like a lumpy smoothie so then we did some more chattering and ...",2,tsad
So many freebies for all my JBnoy friends  SPAM THREAD SOON.,So many freebies for all my JBnoy friends SPAM THREAD SOON.,0,tsad
NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,2,tsad
  5 days,5 days,1,tsad
" I know. But like I said, I have no idea how long it takes for them to investigate this stuff.","I know. But like I said, I have no idea how long it takes for them to investigate this stuff.",1,tsad
Why the **** can`t I be over this ??? I feel like crying bit I realy don`t want to  why is this bothering me sooooooo much !?,Why the *** can`t I be over this ??? I feel like crying bit I realy don`t want to why is this bothering me sooo much !?,0,tsad
 sounds like my town,sounds like my town,1,tsad
_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before,_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before,1,tsad
 $300 later... I feel so good! But guilty,$300 later... I feel so good! But guilty,1,tsad
 Ha Ha thanks Tom! I`m such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x,Ha Ha thanks Tom! I`m such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen? x,1,tsad
vmware fusion seems getting slower and slower,vmware fusion seems getting slower and slower,1,tsad
Happy 11th  I`m going to sleep now lolz,Happy 11th I`m going to sleep now lolz,2,tsad
listening to some music!,listening to some music!,1,tsad
 thanks for the message - just worked out how to see them and reply!,thanks for the message - just worked out how to see them and reply!,2,tsad
 Happy birthday. Let us know what you get up to old boy,Happy birthday. Let us know what you get up to old boy,2,tsad
" I applaud you for accepting **** marriage, I have rels that are born again that hate me for it.","I applaud you for accepting *** marriage, I have rels that are born again that hate me for it.",1,tsad
 yeah !!,yeah !!,1,tsad
"The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-","The sun just came out!!! Pray for me guys!!! Writing skills test No pass, no class, no graduate -.-",1,tsad
 lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!,lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!,0,tsad
 hey!  YAY! thanks!  wow ur page is awesome!!!!!,hey! YAY! thanks! wow ur page is awesome!!!,2,tsad
Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,2,tsad
Omg! My dad called me a johny come lately haha because I`m slow  haha,Omg! My dad called me a johny come lately haha because I`m slow haha,1,tsad
 life is funny and ironic at the same time isn`****?,life is funny and ironic at the same time isn`***?,1,tsad
Can`t believe ER is over,Can`t believe ER is over,1,tsad
" Patience, it`s worth it","Patience, it`s worth it",2,tsad
producing the 6 with  then anchoring... and a sad goodbye to Miss Lynne Ashminov  we will miss you!,producing the 6 with then anchoring... and a sad goodbye to Miss Lynne Ashminov we will miss you!,0,tsad
 just got Zion tweet,just got Zion tweet,1,tsad
 Sounds good to me!  Taylor + Kellie on tour together is just pure genious!,Sounds good to me! Taylor + Kellie on tour together is just pure genious!,2,tsad
" I know... it just falls right at 1pm my time, like right in the middle of the day","I know... it just falls right at 1pm my time, like right in the middle of the day",1,tsad
Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,Thanks so much for following me here too I will keep you all up to date as much as possible on my makeup line plus all new collections,2,tsad
 haha so the whole worlds there then lol,haha so the whole worlds there then lol,1,tsad
Up and packing. Its the last day of youth camp,Up and packing. Its the last day of youth camp,1,tsad
Ready to chill on the couch and watch a movie,Ready to chill on the couch and watch a movie,1,tsad
"Good morning World   This will be another wonderfull day, starting with breakfst with champions...  my kids ofcourse","Good morning World This will be another wonderfull day, starting with breakfst with champions... my kids ofcourse",2,tsad
tummy hurts,tummy hurts,0,tsad
When you see someone without a smile pass them yours,When you see someone without a smile pass them yours,1,tsad
" big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot","big now!!! Vanessa is going to be 3 in September, its going by so fast! its hard cuz Im workin so much, I miss out on alot",0,tsad
Chemistry is not fun..,Chemistry is not fun..,0,tsad
"So much for just an oil change... Do not pass Go, do not collect $200, lose $160","So much for just an oil change... Do not pass Go, do not collect $200, lose $160",1,tsad
"5 Mins, till the end of follow me Friday","5 Mins, till the end of follow me Friday",1,tsad
OMG! i`m almost done with the last block on this quilt! Just a few hours of work left  i can`t wait to meet my goal,OMG! i`m almost done with the last block on this quilt! Just a few hours of work left i can`t wait to meet my goal,2,tsad
 that is so sad. wish I can do something big for the kids. may God Bless the kids always.,that is so sad. wish I can do something big for the kids. may God Bless the kids always.,1,tsad
dared to go back and look at that vid I made - I may take it down,dared to go back and look at that vid I made - I may take it down,1,tsad
how r u feeling? and when r u guys coming back to canad?... come to vancouver!,how r u feeling? and when r u guys coming back to canad?... come to vancouver!,1,tsad
"I have class tomorrow and tomorrow is Saturday, I hate having class Saturday","I have class tomorrow and tomorrow is Saturday, I hate having class Saturday",0,tsad
i hate having the same hair for too long. i think i want super looong hair now,i hate having the same hair for too long. i think i want super looong hair now,0,tsad
"Zen-related stuff: 'Go with the flow.' Very easy to accomplish - it started to rain, so the rain will flush me away","Zen-related stuff: 'Go with the flow.' Very easy to accomplish - it started to rain, so the rain will flush me away",2,tsad
"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...","hates the everything about seafood.. just so happened to serve lobster in the chow hall... nooowww, I gotta headache.. ugh! smh...",0,tsad
 Yes I did see Mitch Hedberg and the whole floss thing.  He`s hilarious.  I <3 him.  Poor guy,Yes I did see Mitch Hedberg and the whole floss thing. He`s hilarious. I <3 him. Poor guy,1,tsad
" nigel really enjoyed it, but he`s got a big scratch on his side that inexplicably appeared afterwards...","nigel really enjoyed it, but he`s got a big scratch on his side that inexplicably appeared afterwards...",2,tsad
I can`t I`m on my iPhone,I can`t I`m on my iPhone,1,tsad
 my kid is sick too tho..i can`t do it by myself.  i can`t go there by myself like a crazy stalker,my kid is sick too tho..i can`t do it by myself. i can`t go there by myself like a crazy stalker,0,tsad
   I need a wardrobe intervention,I need a wardrobe intervention,1,tsad
"Just got home, doing art all day.. i want to be in a film","Just got home, doing art all day.. i want to be in a film",1,tsad
My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,My car is home. Yay! $613.22 Boo! I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,1,tsad
is enjoying the night with her folks.,is enjoying the night with her folks.,2,tsad
Nooooo! Its going to rain on my birthday,Nooo! Its going to rain on my birthday,0,tsad
 You should try it. It`s the way of The Deena,You should try it. It`s the way of The Deena,1,tsad
feeling really dizzy  not soo good,feeling really dizzy not soo good,0,tsad
"Happy Friday Dance, no rain and I`m about outta here..till 2morrow  I sat the saturday morning shift, but its still all good","Happy Friday Dance, no rain and I`m about outta here..till 2morrow I sat the saturday morning shift, but its still all good",2,tsad
Good morning!!! Who wants breakfast??,Good morning!!! Who wants breakfast??,2,tsad
Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back Need to shop for summer,2,tsad
Make sure u pick up Chrisette Michele`s new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats ,Make sure u pick up Chrisette Michele`s new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise! Congrats,2,tsad
i am doing homework it sux big time maths is the worst!!!!!!,i am doing homework it sux big time maths is the worst!!!,0,tsad
 mark harmon just got shot on my tv,mark harmon just got shot on my tv,1,tsad
" cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks.","cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks.",2,tsad
I want some Starbucks..,I want some Starbucks..,1,tsad
to my pretty lady  HAPPY MOTHER`S DAY!!! She`s the mother of my future son-in-laws,to my pretty lady HAPPY MOTHER`S DAY!!! She`s the mother of my future son-in-laws,2,tsad
" praying you get better soon you sweet one , sorry your still not well","praying you get better soon you sweet one , sorry your still not well",2,tsad
 I LOVE pb & banana sandwiches!! Still a fav of mine,I LOVE pb & banana sandwiches!! Still a fav of mine,2,tsad
Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.,Saw Fiddler with Topol! The girls LOOOVED it! Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.,2,tsad
_ Oh please mark all toe tweets with #toe.  is trying to make trening topic out of #toe,_ Oh please mark all toe tweets with #toe. is trying to make trening topic out of #toe,1,tsad
Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though,Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though,2,tsad
 HaHa i Forgot...It`ll Probably Be On Youtube...So I`ll Watch It Later,HaHa i Forgot...It`ll Probably Be On Youtube...So I`ll Watch It Later,1,tsad
"  aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered","aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered",1,tsad
Averaged $31 per hour at work today! Gotta love holidays,Averaged $31 per hour at work today! Gotta love holidays,2,tsad
 Oh that`s why.,Oh that`s why.,1,tsad
 congratss to them,congratss to them,2,tsad
"Its not looking too good outside  if this continues, i feel a movie night coming on...","Its not looking too good outside if this continues, i feel a movie night coming on...",0,tsad
 I know... It was just a joke... all in good fun...  some people get my humor & some don`t...,I know... It was just a joke... all in good fun... some people get my humor & some don`t...,2,tsad
"i`m thinking that tonight`s plans are not gonna happen. sigh...sadface. i shouldn`t be surprised, but i am.","i`m thinking that tonight`s plans are not gonna happen. sigh...sadface. i shouldn`t be surprised, but i am.",0,tsad
loving life lately!!!!  Looking forward to going to see Samantha! Hanging out with Natalie right now!,loving life lately!!! Looking forward to going to see Samantha! Hanging out with Natalie right now!,2,tsad
Wants to go catch happy hour  to get me a strawberry lemonade slush ( put me on them)...but i dont have my car...super,Wants to go catch happy hour to get me a strawberry lemonade slush ( put me on them)...but i dont have my car...super,1,tsad
Chilling out....now the boys have gone  Time To Relax,Chilling out...now the boys have gone Time To Relax,2,tsad
" Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don`t announce and **** - LOL","Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don`t announce and *** - LOL",1,tsad
Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,Created a new album on my Facebook for my Phantom cross stitch I want to track my own progress so I feel like I am getting something done,1,tsad
the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfff! bloodtests suck... haha,1,tsad
"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys","Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",1,tsad
"I painted my nails metallic blue but IÃ¯Â¿Â½m really sure about how it looks, itÃ¯Â¿Â½s a pretty weird color!! I think itÃ¯Â¿Â½s cool","I painted my nails metallic blue but IÃ¯Â¿Â½m really sure about how it looks, itÃ¯Â¿Â½s a pretty weird color!! I think itÃ¯Â¿Â½s cool",1,tsad
" Oh ok,Thanks.Dont know where the courthouse id either,I`ll learn though.Any nkotb? Twitter stole my pic again  it hates me","Oh ok,Thanks.Dont know where the courthouse id either,I`ll learn though.Any nkotb? Twitter stole my pic again it hates me",0,tsad
"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles.","all alone. still watching TWW, eating Italian chocolate and solving logic puzzles.",1,tsad
 I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',I wish I couldn`t wrap my head around it Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',2,tsad
 awwwh - i`m sorry  i hope you fell better - watch a film ?,awwwh - i`m sorry i hope you fell better - watch a film ?,1,tsad
 Bummer yo.  I`m starting up finals too soon...so I guess I`ll see you around the second week of June then.,Bummer yo. I`m starting up finals too soon...so I guess I`ll see you around the second week of June then.,0,tsad
"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?","Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaa, stress gila! Syapa lg ya?",1,tsad
Two fantastic shows in a row,Two fantastic shows in a row,2,tsad
"Mooorning! It`s Friday, and that`s terrific! Smile up!    :-|      :-D","Mooorning! It`s Friday, and that`s terrific! Smile up! :-| :-D",2,tsad
At work... supposed to be a day off but too much work to get done for PLM World... sigh,At work... supposed to be a day off but too much work to get done for PLM World... sigh,0,tsad
 I miss my cats.... But not on Sunday mornings! Mine did that to,I miss my cats... But not on Sunday mornings! Mine did that to,0,tsad
Having serious technical issues in the studio  oh well thank god for the technician,Having serious technical issues in the studio oh well thank god for the technician,1,tsad
shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.,shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.,2,tsad
"gets sumthin special, but i want more. akankah suatu hari ku kan mendapatkannya...? only GOD knows...","gets sumthin special, but i want more. akankah suatu hari ku kan mendapatkannya...? only GOD knows...",1,tsad
" Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open.","Oh, that would be riveting TV! Trips to the break room, coffee, toothpicks in the eyes to keep them open.",2,tsad
"Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.","Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.",2,tsad
 I love finding regional groups of Twitterers! Glad I could connect you with a few new people,I love finding regional groups of Twitterers! Glad I could connect you with a few new people,2,tsad
Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair,Just finished curling her hair!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair,1,tsad
 I`m having no luck either  Doing my nut in! Who are you hoping to see?,I`m having no luck either Doing my nut in! Who are you hoping to see?,0,tsad
Woke up from aspirating some stomach acid. I`m praying that I dont acid reflux  and that it was a one time thing,Woke up from aspirating some stomach acid. I`m praying that I dont acid reflux and that it was a one time thing,0,tsad
 // your FACE is stupid.   thanks... i miss you too. HA!,// your FACE is stupid. thanks... i miss you too. HA!,1,tsad
trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,1,tsad
 kill her,kill her,0,tsad
Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !,Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !,0,tsad
 Man it will be a sweep no worries,Man it will be a sweep no worries,2,tsad
_tastic Awww that is sweet,_tastic Awww that is sweet,2,tsad
"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer","Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",2,tsad
ive burned like a ginger kid in the sun. now my arms are red,ive burned like a ginger kid in the sun. now my arms are red,0,tsad
 soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,sooo over ppl telling me they went to the tonite show!!! Ive had dreams of meeting him I`m embarrassd of that a lil LOL,0,tsad
What do you think I`m doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php,What do you think I`m doing at the moment? Yeah you guessed it,1,tsad
is sadly sitting at home when she could be going to a partyyyyy,is sadly sitting at home when she could be going to a partyyy,0,tsad
"  You just want to go?? I know the feeling...  I`m ready to head back to the mountains, I won`t go back till July","You just want to go?? I know the feeling... I`m ready to head back to the mountains, I won`t go back till July",1,tsad
 Link didn`t work,Link didn`t work,0,tsad
is 99% sober at Brittney`s with Becky and Brit  <3,is 99% sober at Brittney`s with Becky and Brit <3,0,tsad
"absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday","absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday",0,tsad
 HIII!!!!  i`ve missed you  just bored....what about u?,HIII!!! i`ve missed you just bored...what about u?,0,tsad
" hahaha, yes, our discussions always seem to jump around randomly","hahaha, yes, our discussions always seem to jump around randomly",1,tsad
http://twitpic.com/67bpd - This store at the airport is as close as we`ll get to WDW during this trip.,- This store at the airport is as close as we`ll get to WDW during this trip.,1,tsad
 Nite. Now I`m up n bored as opposed to almost sleep frm b 4,Nite. Now I`m up n bored as opposed to almost sleep frm b 4,0,tsad
_x ah that`s annoying,_x ah that`s annoying,0,tsad
reunited and it feels so good,reunited and it feels so good,2,tsad
Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!,Watched Kunguma poovum konjuma puravum... Liked it very much! excellent cinematography!!!,2,tsad
"Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!","Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!",2,tsad
I SO should`ve gone right now!!! *wish I could alter time!!  *,I SO should`ve gone right now!!! *wish I could alter time!! *,0,tsad
 No  sadly its not  bit disappointed will try again later see if i change my mind,No sadly its not bit disappointed will try again later see if i change my mind,0,tsad
to doente,to doente,1,tsad
New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless ...) .. Meanw ...,0,tsad
My tummy hurts  go away cramps! I hate chuu!!!!,My tummy hurts go away cramps! I hate chuu!!!,0,tsad
" i wish i could offer a hug right now, so bad","i wish i could offer a hug right now, so bad",0,tsad
" Hey welcome to VA, LOL.  It`s muggy up here by DC too.  Worst part of summer I`d say","Hey welcome to VA, LOL. It`s muggy up here by DC too. Worst part of summer I`d say",1,tsad
 Ayy.  Okayyy. It was nice seeing you kanina ! :> I like your hair. :>,Ayy. Okayyy. It was nice seeing you kanina ! :> I like your hair. :>,2,tsad
"WFD: Lasagna. Still 45 minutes to go, so hungry now.","WFD: Lasagna. Still 45 minutes to go, so hungry now.",1,tsad
 ohh kayy fasho if u go tonight have fun for me,ohh kayy fasho if u go tonight have fun for me,2,tsad
were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeee sooo bad right now,0,tsad
"Whoa, I didn`t mean to sleep for more than an hour","Whoa, I didn`t mean to sleep for more than an hour",1,tsad
he`s here   sleep over with the MR. night peeps !,he`s here sleep over with the MR. night peeps !,1,tsad
"Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.","Not going to Suffolk tomorrow. However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.",1,tsad
Has an hour left of revision,Has an hour left of revision,1,tsad
is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,1,tsad
" Don`t worry, you spelt `NO` correctly! It just looks wrong","Don`t worry, you spelt `NO` correctly! It just looks wrong",1,tsad
Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,2,tsad
 yeah those are better ads  It makes them look part of your content rather than blatant adverts ;),yeah those are better ads It makes them look part of your content rather than blatant adverts ;),2,tsad
Borat was so less ****  http://bit.ly/iZkab,Borat was so less ***,1,tsad
"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks","Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",2,tsad
in Singapore! its so warm over here! Having a blast already,in Singapore! its so warm over here! Having a blast already,2,tsad
" Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer","Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer",1,tsad
 Hope you  feel better soon little Magic Girl,Hope you feel better soon little Magic Girl,2,tsad
just get back home. the first exam was too long no time to finish it ...,just get back home. the first exam was too long no time to finish it ...,1,tsad
back at Wingman after a great weekend,back at Wingman after a great weekend,2,tsad
Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://tinyurl.com/dx8as4,Round and Round the Garden: The amazing thing is that he`s still talking to me!,2,tsad
"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight","Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",1,tsad
"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental","Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",2,tsad
" yeah, it`s gonna be rubbish!","yeah, it`s gonna be rubbish!",0,tsad
 you suck majorly  i`m swamped...so why am I on twitter...I don`t know...but still  a golf tournament?,you suck majorly i`m swamped...so why am I on twitter...I don`t know...but still a golf tournament?,0,tsad
Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course   Next week i`ll make it better!,Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course Next week i`ll make it better!,1,tsad
Good Morning Everyone. !.!. Time for work,Good Morning Everyone. !.!. Time for work,1,tsad
 nice! I wish twitter would tile mine,nice! I wish twitter would tile mine,2,tsad
 OHH. haha ok thanks,OHH. haha ok thanks,1,tsad
i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,0,tsad
 yay were all saved! Weve overcome god again!,yay were all saved! Weve overcome god again!,2,tsad
" Np mate, was great meeting you in Prague","Np mate, was great meeting you in Prague",2,tsad
watching run fat boy run...haha its soo funny.,watching run fat boy run...haha its soo funny.,2,tsad
" don`t i know it, writing an exam essay this weekend myself","don`t i know it, writing an exam essay this weekend myself",1,tsad
 i need lele to answer meeee! Haha.,i need lele to answer meee! Haha.,2,tsad
implementing will_paginate  on my website; i love rails,implementing will_paginate on my website; i love rails,2,tsad
 and Boat is dining Bones in Peru - double,and Boat is dining Bones in Peru - double,1,tsad
