id,url,fullText,clean_txt,label,finetuned_roberta_pred,logistic_regression_pred,finetuned_roberta_pred_label,logistic_regression_pred_label
1.81e+18,https://x.com/elonmusk/status/1809377894571077842,"When is there not one – just one – even *attempted* prosecution of that Epstein (Bill Gates &amp; Reid Hoffman come to mind)
client list. 

Either FBI does their duty or the case for an entire departmental reset or abolishment is strong.",When is there not one – just one – even *attempted* prosecution of that Epstein (Bill Gates & Reid Hoffman come to mind) client list. Either FBI does their duty or the case for an entire departmental reset or abolishment is strong.,0,1,0,neutral,negative
1.85e+18,https://x.com/elonmusk/status/1853951035326562527,"Hear all sides of an issue on this platform, corrected further by the fully open source @CommunityNotes!","Hear all sides of an issue on this platform, corrected further by the fully open source !",2,2,1,positive,neutral
1.87e+18,https://x.com/elonmusk/status/1873188759526887447,"SpaceX launch underway 
 https://t.co/8JxXqiJho2",SpaceX launch underway,1,1,2,neutral,positive
1.57e+18,https://x.com/elonmusk/status/1571154307759603718,to help mend the fault in our stars,to help mend the fault in our stars,1,1,0,neutral,negative
1.79e+18,https://x.com/elonmusk/status/1787516961074930002,"@EndWokeness @camhigby Wow, she is proudly racist!!","Wow, she is proudly racist!!",0,1,2,neutral,positive
1.61e+18,https://x.com/elonmusk/status/1614119750627459074,"The higher the rates, the harder the fall","The higher the rates, the harder the fall",0,0,1,negative,neutral
1.5e+18,https://x.com/elonmusk/status/1503831484523819011,"Thank you for the offer, but such excellent training would give me too much of an advantage. 

If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed.

Elona","Thank you for the offer, but such excellent training would give me too much of an advantage. If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed. Elona",2,2,0,positive,negative
1.42e+18,https://x.com/elonmusk/status/1423682460748066818,"@WholeMarsBlog @NASASpaceflight @BBCAmos There is a reason no fully reusable orbital rocket has been built – it’s an insanely hard problem. 

Moreover, it must be rapidly &amp; completely reusable (like an airplane). This is the only way to make life multiplanetary.

Efficiencies of scale is why Starship is so large.","There is a reason no fully reusable orbital rocket has been built – it's an insanely hard problem. Moreover, it must be rapidly & completely reusable (like an airplane). This is the only way to make life multiplanetary. Efficiencies of scale is why Starship is so large.",1,0,2,negative,positive
1.16e+18,https://x.com/elonmusk/status/1157954787926773760,@banQuo__ Mad skillz,Mad skillz,2,2,0,positive,negative
1.53e+18,https://x.com/elonmusk/status/1529100718065569792,"Contrary to what many think, the richer someone is, the fewer kids they have.

I am a rare exception. Most people I know have zero or one kid.","Contrary to what many think, the richer someone is, the fewer kids they have. I am a rare exception. Most people I know have zero or one kid.",1,1,0,neutral,negative
1.22e+18,https://x.com/elonmusk/status/1217995711196778497,@jameslin123321 @Erdayastronaut Helping to pay for this is why I’m accumulating assets on Earth.,Helping to pay for this is why I'm accumulating assets on Earth.,1,1,2,neutral,positive
1.13e+18,https://x.com/elonmusk/status/1131676702491283456,"@EcoHeliGuy @Erdayastronaut @JaneidyEve @13ericralph31 @SPEXcast @bluemoondance74 @Orion_Sword @Some1gee @SpaceX Yes, will be used for rear cargo storage. Also helps manage center of mass for heavy payloads when forward cargo is full.","Yes, will be used for rear cargo storage. Also helps manage center of mass for heavy payloads when forward cargo is full.",1,1,2,neutral,positive
1.87e+18,https://x.com/elonmusk/status/1873971592096866511,@techiedani The brutal reality of the situation will hit like a tsunami towards the end of next year,The brutal reality of the situation will hit like a tsunami towards the end of next year,0,0,2,negative,positive
1.46e+18,https://x.com/elonmusk/status/1457083243933601802,@Rainmaker1973 Tesla Autopilot spends a lot of effort on minimizing jerk,Tesla Autopilot spends a lot of effort on minimizing jerk,1,2,0,positive,negative
1.69e+18,https://x.com/elonmusk/status/1689188669251338240,@RichardDawkins Many parallels,Many parallels,1,1,0,neutral,negative
1.79e+18,https://x.com/elonmusk/status/1785235408948756923,@DavidSacks The Forever War,The Forever War,0,1,0,neutral,negative
1.91e+18,https://x.com/elonmusk/status/1910092373981630862,SuperGrok is free for students,SuperGrok is free for students,2,1,2,neutral,positive
1.7e+18,https://x.com/elonmusk/status/1702119552316813427,@billmaher Maybe worth posting some material on this platform. The reach is enormous.,Maybe worth posting some material on this platform. The reach is enormous.,2,1,2,neutral,positive
1.1e+18,https://x.com/elonmusk/status/1095945664876462080,"@TslaTimeCapsule @BMWi @Audi @Cadillac @WSJ @28delayslater Wow, 2013","Wow, 2013",2,1,2,neutral,positive
1.87e+18,https://x.com/elonmusk/status/1874582546283172251,@robbystarbuck @X @premium Seems to be a bug. Please post screenshots. X just has a small crew working on Jan 1.,Seems to be a bug. Please post screenshots. X just has a small crew working on Jan 1.,1,0,1,negative,neutral
1.8e+18,https://x.com/elonmusk/status/1798734748707397991,"@Cmdr_Hadfield @SpaceX Thanks Chris!

A fully and immediately reusable orbital heat shield, which (as you know) has never been made before, is the single toughest problem remaining.

Being able to iterate with many ideas on many ships is key to solving this.","Thanks Chris! A fully and immediately reusable orbital heat shield, which (as you know) has never been made before, is the single toughest problem remaining. Being able to iterate with many ideas on many ships is key to solving this.",2,1,2,neutral,positive
1.33e+18,https://x.com/elonmusk/status/1329448467161370638,@Suvitruf @archillect Haha sexy cropping champion of all time,Haha sexy cropping champion of all time,2,2,1,positive,neutral
1.7e+18,https://x.com/elonmusk/status/1704448737639018822,@stclairashley This would be next-level absurd. I’m not building a house of any kind anywhere.,This would be next-level absurd. I'm not building a house of any kind anywhere.,0,0,1,negative,neutral
1.67e+18,https://x.com/elonmusk/status/1671362974072688644,"@Kristennetten To the computer, everything is in slow motion","To the computer, everything is in slow motion",1,1,0,neutral,negative
1.65e+18,https://x.com/elonmusk/status/1653567031336214528,"@DanielleFong @growing_daniel As Andrej said, if you hit Earth with enough photons, eventually it emits a Tesla!","As Andrej said, if you hit Earth with enough photons, eventually it emits a Tesla!",2,1,0,neutral,negative
1.66e+18,https://x.com/elonmusk/status/1657570459502649344,@KanekoaTheGreat Covid Cult Culture,Covid Cult Culture,0,1,2,neutral,positive
1.68e+18,https://x.com/elonmusk/status/1679717154973945856,"@stevenmarkryan It’s not exactly per impression. What matters is how many ads were shown to other verified users.

Only verified users count, as it is otherwise trivial to game the system with bots.","It's not exactly per impression. What matters is how many ads were shown to other verified users. Only verified users count, as it is otherwise trivial to game the system with bots.",1,1,2,neutral,positive
1.48e+18,https://x.com/elonmusk/status/1482598301694238723,So informative https://t.co/rTktvhYukK,So informative,2,2,1,positive,neutral
1.63e+18,https://x.com/elonmusk/status/1632186257659838467,@pmarca People who throw the disinformation word around constantly are almost certainly guilty of engaging in it,People who throw the disinformation word around constantly are almost certainly guilty of engaging in it,0,0,1,negative,neutral
1.43e+18,https://x.com/elonmusk/status/1429689615707824128,@lexfridman @karpathy My son asked if we would still speak English 7000 years from now. I said probably not. There was not even the faintest hint of English 7000 years ago.,My son asked if we would still speak English 7000 years from now. I said probably not. There was not even the faintest hint of English 7000 years ago.,1,1,0,neutral,negative
1.59e+18,https://x.com/elonmusk/status/1591849723304071168,@People4Bernie @SenMarkey @washingtonpost Are you suggesting the Senator will abuse his political power to attack me?,Are you suggesting the Senator will abuse his political power to attack me?,0,0,1,negative,neutral
1.72e+18,https://x.com/elonmusk/status/1721620272845836458,"@zerohedge The other platforms engage in constant, usually subtle, censorship. 

Most of the time, you don’t even know it’s happening. 

This just happens to be something that caught people’s attention, so it is hard to hide.","The other platforms engage in constant, usually subtle, censorship. Most of the time, you don't even know it's happening. This just happens to be something that caught people's attention, so it is hard to hide.",0,1,0,neutral,negative
1.42e+18,https://x.com/elonmusk/status/1415346183707545605,"@preachy_spice It was Richard’s rental house, which overall is great, but I agree regarding the cabinets haha. This was 3am, day of flight. Wasn’t expecting this brutal pic of me to be posted, but oh well.","It was Richard's rental house, which overall is great, but I agree regarding the cabinets haha. This was 3am, day of flight. Wasn't expecting this brutal pic of me to be posted, but oh well.",1,1,2,neutral,positive
1.89e+18,https://x.com/elonmusk/status/1886637579577020896,Don’t mess with @DOGE https://t.co/wgdJBxNzyG,Don't mess with,1,0,1,negative,neutral
1.11e+18,https://x.com/elonmusk/status/1109901209446416385,"@andrewmackenzie Every car company is constantly changing prices, but nobody cares","Every car company is constantly changing prices, but nobody cares",1,0,1,negative,neutral
4.96e+17,https://x.com/DarbsenWtf/status/496010572333580288,"Netflix doet kut, dus dan maar teringherrie pompen. Iemand nog suggesties?","Netflix doet kut, dus dan maar teringherrie pompen. Iemand nog suggesties?",1,1,0,neutral,negative
1.6e+18,https://x.com/elonmusk/status/1595551706749624321,"@semaforben All public holders of Twitter were allowed to roll their stock into Twitter as a private company, but he did not do so. Your reporting made it falsely sound like he did, when in fact he owns 0%. 

For the last time, how much of you does SBF own? Stop dodging the question.","All public holders of Twitter were allowed to roll their stock into Twitter as a private company, but he did not do so. Your reporting made it falsely sound like he did, when in fact he owns 0%. For the last time, how much of you does SBF own? Stop dodging the question.",0,0,2,negative,positive
1.76e+18,https://x.com/elonmusk/status/1764055153995309256,"@RandPaul We at least need to know where exactly the money is going and what the exit strategy is.

Either way, government spending is out of control.","We at least need to know where exactly the money is going and what the exit strategy is. Either way, government spending is out of control.",0,0,1,negative,neutral
1.85e+18,https://x.com/elonmusk/status/1851971319111262506,Let us know if you’ve been illegally fired for expressing your political views,Let us know if you've been illegally fired for expressing your political views,0,0,1,negative,neutral
1.32e+18,https://x.com/elonmusk/status/1319059307804045316,"@WholeMarsBlog Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).","Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).",2,1,2,neutral,positive
1.62e+18,https://x.com/elonmusk/status/1615192220419887105,@BillyM2k Should Twitter keep it active?,Should Twitter keep it active?,1,1,2,neutral,positive
1.66e+18,https://x.com/elonmusk/status/1662764138043518977,@zerohedge For obvious &amp; sensible reasons,For obvious & sensible reasons,1,2,0,positive,negative
8.73e+17,https://x.com/elonmusk/status/873306583983247360,"@RITSPEX @ID_AA_Carmack @mmeijeri Slow at first, then very fast. Def not hover.","Slow at first, then very fast. Def not hover.",1,1,0,neutral,negative
7.17e+17,https://x.com/elonmusk/status/716750603813318656,@PeteEhmKay @gerardomarina what's the link to that?,what's the link to that?,1,1,2,neutral,positive
2.02e+17,https://x.com/elonmusk/status/201856175644491777,Must remember not to refer to Chimpanzees as deadly killing machines when taking little kids to see a movie about them,Must remember not to refer to Chimpanzees as deadly killing machines when taking little kids to see a movie about them,1,1,0,neutral,negative
1.2e+18,https://x.com/elonmusk/status/1197987290317914112,@reecethesaxman We threw same steel ball at same window several times right before event &amp; didn’t even scratch the glass!,We threw same steel ball at same window several times right before event & didn't even scratch the glass!,2,1,0,neutral,negative
