id,url,fullText,clean_text,label
828297954314289152,https://x.com/elonmusk/status/828297954314289152,@rtoro20 Really? I already have both feet in my mouth and am levitating on my own idiocy...,Really? I already have both feet in my mouth and am levitating on my own idiocy...,0
828303494981550080,https://x.com/elonmusk/status/828303494981550080,@Wise1919 @FredericLambert Rolling out a new update today.,Rolling out a new update today.,1
828304178644656128,https://x.com/elonmusk/status/828304178644656128,@CycleTrades @rtoro20 People should push to have as many moderates advising the President as possible. Blind hate is never the right answer.,People should push to have as many moderates advising the President as possible. Blind hate is never the right answer.,1
828305244891336704,https://x.com/elonmusk/status/828305244891336704,"@FredericLambert Yeah, it is hard to convey complex ideas in 140 chars and tone is lost in text","Yeah, it is hard to convey complex ideas in 140 chars and tone is lost in text",1
828309896122789888,https://x.com/elonmusk/status/828309896122789888,@christesla @FredericLambert Almost there. We are just being very careful with the rollout.,Almost there. We are just being very careful with the rollout.,1
828314321679704064,https://x.com/elonmusk/status/828314321679704064,@MacTechGenius App update is about two weeks out. Linux kernel and browser update probably a month or so. HW2 Autopilot has priority.,App update is about two weeks out. Linux kernel and browser update probably a month or so. HW2 Autopilot has priority.,1
828320620463140864,https://x.com/elonmusk/status/828320620463140864,Signing off now. That was more than enough Twitter trouble for one morning!,Signing off now. That was more than enough Twitter trouble for one morning!,0
828981873086865408,https://x.com/elonmusk/status/828981873086865408,Production Tesla Model S P100DL sets Motor Trend all-time world record to 60 mph in 2.27 sec https://t.co/sxALQrM5Ls,Production Tesla Model S P100DL sets Motor Trend all-time world record to 60 mph in 2.27 sec,2
828998837578526720,https://x.com/elonmusk/status/828998837578526720,"@Veidit No plans to take X, S (or 3) above 100 kWh. Semi necessarily and pickup truck maybe will go above.","No plans to take X, S (or 3) above 100 kWh. Semi necessarily and pickup truck maybe will go above.",1
828999653886550016,https://x.com/elonmusk/status/828999653886550016,"@jovanik21 Also, Tesla service can remove front trunk liner if you don't use it and improve performance further","Also, Tesla service can remove front trunk liner if you don't use it and improve performance further",1
829027848434257920,https://x.com/elonmusk/status/829027848434257920,@goel_ishan Hoping for summer this year,Hoping for summer this year,2
829447188325412864,https://x.com/elonmusk/status/829447188325412864,@SundalJ Should all be uploaded by next month,Should all be uploaded by next month,1
829861775357071360,https://x.com/elonmusk/status/829861775357071360,"@RusulAlrubail @MarkRuffalo @guardian Please check your facts. Tesla and SpaceX joined as soon as we received the filing, which was Monday.","Please check your facts. Tesla and SpaceX joined as soon as we received the filing, which was Monday.",0
830148763578662912,https://x.com/elonmusk/status/830148763578662912,Falcon 9 rocket now vertical at Cape Canaveral on launch complex 39-A. This is the same launch… https://t.co/wY6dWRcer3,Falcon 9 rocket now vertical at Cape Canaveral on launch complex 39-A. This is the same launch…,1
831692803210096640,https://x.com/elonmusk/status/831692803210096640,@lollieshopMOM Best place to watch is on the Cape causeway,Best place to watch is on the Cape causeway,2
832084402473627648,https://x.com/elonmusk/status/832084402473627648,"Apparently, there is this thing called ""Dad jokes"" and I make them","Apparently, there is this thing called ""Dad jokes"" and I make them",1
832084918645596160,https://x.com/elonmusk/status/832084918645596160,"@Floydilicious Yeah, awesome achievement by ISRO. Very impressive!","Yeah, awesome achievement by ISRO. Very impressive!",2
832085554619572224,https://x.com/elonmusk/status/832085554619572224,"@LittleDovah Yeah, exactly. So that makes it cool, right!?","Yeah, exactly. So that makes it cool, right!?",2
832480331496185856,https://x.com/elonmusk/status/832480331496185856,@sc00bs It's much easier to do the CGI that way,It's much easier to do the CGI that way,2
832647116816150528,https://x.com/elonmusk/status/832647116816150528,"Investigating a (very small) leak in the upper stage. If ok, will launch tomorrow. https://t.co/bQf97lywn4","Investigating a (very small) leak in the upper stage. If ok, will launch tomorrow.",1
832788691588296704,https://x.com/elonmusk/status/832788691588296704,Looks like we are go for launch. Added an abort trigger at T-60 secs for pressure decay of upper stage helium spin start system.,Looks like we are go for launch. Added an abort trigger at T-60 secs for pressure decay of upper stage helium spin start system.,2
832986598627106816,https://x.com/elonmusk/status/832986598627106816,"@zperrin99 Uses high pressure bleed off the fuel side (RP-1 kerosene) turbopump, so no dedicated pump or fluid needed","Uses high pressure bleed off the fuel side (RP-1 kerosene) turbopump, so no dedicated pump or fluid needed",1
834740218531962880,https://x.com/elonmusk/status/834740218531962880,Excellent Tesla Model X review https://t.co/wvog4Pbo1o,Excellent Tesla Model X review,2
835178020604301312,https://x.com/elonmusk/status/835178020604301312,@adrianvolts Minor improvements update this weekend. High speed autosteer in about two weeks.,Minor improvements update this weekend. High speed autosteer in about two weeks.,2
835187859158020096,https://x.com/elonmusk/status/835187859158020096,@donbarbieri @GreenCarReports Good chance it will,Good chance it will,2
835351081945350144,https://x.com/elonmusk/status/835351081945350144,@DueDiamond maybe one of those too,maybe one of those too,1
837113202030759936,https://x.com/elonmusk/status/837113202030759936,Thank you for the lovely letter. That sounds like a great idea. We'll do it! https://t.co/ss2WmkOGyk,Thank you for the lovely letter. That sounds like a great idea. We'll do it!,2
840032197637685248,https://x.com/elonmusk/status/840032197637685248,@mcannonbrookes Tesla will get the system installed and working 100 days from contract signature or it is free. That serious enough for you?,Tesla will get the system installed and working 100 days from contract signature or it is free. That serious enough for you?,1
840096176678420480,https://x.com/elonmusk/status/840096176678420480,@mcannonbrookes $250/kWh at the pack level for 100MWh+ systems. Tesla is moving to fixed and open pricing and terms for all products.,$250/kWh at the pack level for 100MWh+ systems. Tesla is moving to fixed and open pricing and terms for all products.,1
840774191049658368,https://x.com/elonmusk/status/840774191049658368,@williamwinters High voltage DC is for sure the best way to transmit electricity over long distances. Good explanat… https://t.co/Ucz8O3Tfm1,High voltage DC is for sure the best way to transmit electricity over long distances. Good explanat…,2
841041891747545088,https://x.com/elonmusk/status/841041891747545088,"@BizbuilderUSA @mcannonbrookes It's been a bear to get done, but prob 10 days or so, depending on full speed autosteer test results","It's been a bear to get done, but prob 10 days or so, depending on full speed autosteer test results",1
841563925707546624,https://x.com/elonmusk/status/841563925707546624,"Finally, an explanation for daylight savings that makes sense ... https://t.co/kGpJHNgRJO","Finally, an explanation for daylight savings that makes sense ...",2
841564430399807488,https://x.com/elonmusk/status/841564430399807488,@PriyancaFord I wish. It's so annoying.,I wish. It's so annoying.,0
845175921317335040,https://x.com/elonmusk/status/845175921317335040,@Nites I hope that didn't work,I hope that didn't work,0
845281211626864640,https://x.com/elonmusk/status/845281211626864640,@luciojr All Tesla cars built since Oct last year will be capable of self-driving as software improves,All Tesla cars built since Oct last year will be capable of self-driving as software improves,2
845282298291339264,https://x.com/elonmusk/status/845282298291339264,"@theKen_Miller Sorta. Model 3 is like a BMW 3 series or Audi A4. Model S is like BMW 5 and 6 series, but much faste… https://t.co/m7gxmtjGrZ","Sorta. Model 3 is like a BMW 3 series or Audi A4. Model S is like BMW 5 and 6 series, but much faste…",2
845282590030360576,https://x.com/elonmusk/status/845282590030360576,@AlSaibie Yes. Hardware already on all production S and X cars.,Yes. Hardware already on all production S and X cars.,1
845282733546921984,https://x.com/elonmusk/status/845282733546921984,"@JimPengelly Yes, but not until next year","Yes, but not until next year",1
845286206539685888,https://x.com/elonmusk/status/845286206539685888,@VoltzCoreAudio Nothing majorly new that a consumer would notice. Lots of new tech in the design and production process though.,Nothing majorly new that a consumer would notice. Lots of new tech in the design and production process though.,1
845293157977767936,https://x.com/elonmusk/status/845293157977767936,"@dr_angus Yeah, probably a year from now. S will still win on acceleration though, due to having more space for a larger battery.","Yeah, probably a year from now. S will still win on acceleration though, due to having more space for a larger battery.",1
845293825715154944,https://x.com/elonmusk/status/845293825715154944,@HolsMichael Start taking orders in April,Start taking orders in April,1
845403535353143296,https://x.com/elonmusk/status/845403535353143296,@erikhaaland We cannot make all country versions simultaneously or the production start would be a disaster. You would get first in Norway.,We cannot make all country versions simultaneously or the production start would be a disaster. You would get first in Norway.,1
846768171486855168,https://x.com/elonmusk/status/846768171486855168,@nickg_uk @chouky02 You won't care,You won't care,0
846772378067648512,https://x.com/elonmusk/status/846772378067648512,@danahull Very few. We have yet to do a China (or Europe) launch of Model 3.,Very few. We have yet to do a China (or Europe) launch of Model 3.,1
847259545755820032,https://x.com/elonmusk/status/847259545755820032,Made today on Tesla sketch pad https://t.co/Z8dFP2NN41,Made today on Tesla sketch pad,1
847594208219336704,https://x.com/elonmusk/status/847594208219336704,Incredibly proud of the SpaceX team for achieving this milestone in space! Next goal is reflight within 24 hours.,Incredibly proud of the SpaceX team for achieving this milestone in space! Next goal is reflight within 24 hours.,2
847881536254955520,https://x.com/elonmusk/status/847881536254955520,@oxfordteddy Browser is already a little better. Kernel and browser update in prob 6 weeks or so (lots of underlyin… https://t.co/XtgQGwJ21D,Browser is already a little better. Kernel and browser update in prob 6 weeks or so (lots of underlyin…,1
847883435100299264,https://x.com/elonmusk/status/847883435100299264,"@redletterdave Good point, odds go from 0% to &gt;0% :)","Good point, odds go from 0% to &gt;0% :)",2
847890916048338944,https://x.com/elonmusk/status/847890916048338944,@tesla_addict @TeslaMotors Working on it,Working on it,1
848036043240636416,https://x.com/elonmusk/status/848036043240636416,"@adamsbj Def P100D with Ludicrous+, although the rocket starts going a lot faster after that","Def P100D with Ludicrous+, although the rocket starts going a lot faster after that",1
848398971139629056,https://x.com/elonmusk/status/848398971139629056,@SuperCoolCube Pretty good,Pretty good,2
848415731502923776,https://x.com/elonmusk/status/848415731502923776,@Lexxxzis It's just a helicopter in helicopter's clothing,It's just a helicopter in helicopter's clothing,1
856196719746457600,https://x.com/elonmusk/status/856196719746457600,@juancarlosrs @elpilot That is the aspiration: to avoid AI becoming other.,That is the aspiration: to avoid AI becoming other.,1
856292321364631552,https://x.com/elonmusk/status/856292321364631552,"Having moo moo at Moo Moo Gold Coast with amberheard, @CreepyPuppet and @CowanFilms https://t.co/SUM2RYYN7O","Having moo moo at Moo Moo Gold Coast with amberheard, and",1
856354252209442816,https://x.com/elonmusk/status/856354252209442816,@JudeBurger @realamberheard @teslaownersau Will definitely do that on my next trip,Will definitely do that on my next trip,2
860377370171121664,https://x.com/elonmusk/status/860377370171121664,"@reviewero By calling it ""the Second"", it has more credibility","By calling it ""the Second"", it has more credibility",1
860378029515718656,https://x.com/elonmusk/status/860378029515718656,"I know what you're thinking … then why not ""the Third""? Well, I've learned my lesson about 3's.","I know what you're thinking … then why not ""the Third""? Well, I've learned my lesson about 3's.",1
860400588311244800,https://x.com/elonmusk/status/860400588311244800,"@keithdcohen I do love Banks, but perhaps we should reserve his names for the droneships","I do love Banks, but perhaps we should reserve his names for the droneships",1
861271994288832512,https://x.com/elonmusk/status/861271994288832512,Headed to see Guardians 2 w my bro and kids. Loved the first one.,Headed to see Guardians 2 w my bro and kids. Loved the first one.,2
862216356258758656,https://x.com/elonmusk/status/862216356258758656,Solar roof can be ordered for almost any country. Deployment this year in the US and overseas next year.,Solar roof can be ordered for almost any country. Deployment this year in the US and overseas next year.,1
862381399122128896,https://x.com/elonmusk/status/862381399122128896,"@cubamark Will do our best. Hopefully, yes.","Will do our best. Hopefully, yes.",2
862571929345048576,https://x.com/elonmusk/status/862571929345048576,Naming theme for tunnel boring machines will be poems &amp; plays. Decided against plays &amp; poems. Too obvious.,Naming theme for tunnel boring machines will be poems &amp; plays. Decided against plays &amp; poems. Too obvious.,1
863014096337162240,https://x.com/elonmusk/status/863014096337162240,Cutterhead in operation at standard industry speed. Planning to jack this up by a factor of ten… https://t.co/K8LcnhLCCA,Cutterhead in operation at standard industry speed. Planning to jack this up by a factor of ten…,1
863014180835610624,https://x.com/elonmusk/status/863014180835610624,"The race between Gary, our pet snail who lives in a pineapple, and Godot, our tunnel boring… https://t.co/IES65Y99gJ","The race between Gary, our pet snail who lives in a pineapple, and Godot, our tunnel boring…",1
863014220282998784,https://x.com/elonmusk/status/863014220282998784,"[Warning, this may cause motion sickness or seizures]
This is a test run of our electric sled… https://t.co/vI3hLirzg9","[Warning, this may cause motion sickness or seizures] This is a test run of our electric sled…",1
863550784012558336,https://x.com/elonmusk/status/863550784012558336,Imma gonna dig that tunnel with this here hammer,Imma gonna dig that tunnel with this here hammer,1
863553417301512192,https://x.com/elonmusk/status/863553417301512192,"@BarakaMahili Gary the snail is like Speedy Gonzales on meth ... or ambien. One of the two. Either way, Godot, our… https://t.co/Exwv1NYs9a","Gary the snail is like Speedy Gonzales on meth ... or ambien. One of the two. Either way, Godot, our…",1
865705983141494784,https://x.com/elonmusk/status/865705983141494784,"@waitbutwhy Still agree with Tim's points. What ""you"" are is an evolving, mind-body pattern, but there's still a co… https://t.co/YOg2wD4lbJ","Still agree with Tim's points. What ""you"" are is an evolving, mind-body pattern, but there's still a co…",1
866472074142822400,https://x.com/elonmusk/status/866472074142822400,"@ethank Almost there, plus much improved web browser","Almost there, plus much improved web browser",2
866472504541368320,https://x.com/elonmusk/status/866472504541368320,"@rrosenbl Yeah, control algorithm is safe, but unpleasant. New one is even safer, but super smooth.","Yeah, control algorithm is safe, but unpleasant. New one is even safer, but super smooth.",2
866480356412727296,https://x.com/elonmusk/status/866480356412727296,@MacBenTosh S for sure. It is a bigger car.,S for sure. It is a bigger car.,1
866794454731993088,https://x.com/elonmusk/status/866794454731993088,"@douglasprest Can be set higher than that for highways, but limited to +5mph or +8km/h off highway (true avg drive… https://t.co/ReboS7LnXj","Can be set higher than that for highways, but limited to +5mph or +8km/h off highway (true avg drive…",1
866794741186183168,https://x.com/elonmusk/status/866794741186183168,@shazm01 We could add that function pretty easily from a technical standpoint. Just need to add in the billing software.,We could add that function pretty easily from a technical standpoint. Just need to add in the billing software.,1
867239192774004736,https://x.com/elonmusk/status/867239192774004736,@leonwang0091 Only if you want pure joy mainlined straight into your brain,Only if you want pure joy mainlined straight into your brain,2
867634302330093568,https://x.com/elonmusk/status/867634302330093568,"Btw, that cloud is almost entirely steam, including dark parts (like a storm). This is what the launch looks like: https://t.co/chrhsz5iwn","Btw, that cloud is almost entirely steam, including dark parts (like a storm). This is what the launch looks like:",1
867667009839931392,https://x.com/elonmusk/status/867667009839931392,@FBeuster There will be a combined booster static fire. Maybe a few.,There will be a combined booster static fire. Maybe a few.,1
867988709727129600,https://x.com/elonmusk/status/867988709727129600,Old-school fidget spinner back when the only things to play with were squirrels and rocks https://t.co/jx1Xc8nu7t,Old-school fidget spinner back when the only things to play with were squirrels and rocks,1
869781806467383296,https://x.com/elonmusk/status/869781806467383296,Piggyback rides around the Opera House https://t.co/Z27JSVBt21,Piggyback rides around the Opera House,1
870380036750168064,https://x.com/elonmusk/status/870380036750168064,"Under Paris deal, China committed to produce as much clean electricity by 2030 as the US does from all sources today https://t.co/F8Ppr2o7Rl","Under Paris deal, China committed to produce as much clean electricity by 2030 as the US does from all sources today",2
871227498809368576,https://x.com/elonmusk/status/871227498809368576,It's starting to feel kinda normal to reuse rockets. Good. That's how it is for cars &amp; airplanes and how it should be for rockets.,It's starting to feel kinda normal to reuse rockets. Good. That's how it is for cars &amp; airplanes and how it should be for rockets.,2
871603641970380800,https://x.com/elonmusk/status/871603641970380800,"@commoboy @SpaceX Most people don't realize you can see Dragon approach the Space Station from the ground, even in LA","Most people don't realize you can see Dragon approach the Space Station from the ground, even in LA",1
871774429419667456,https://x.com/elonmusk/status/871774429419667456,Was just at the DMV &amp; dude had the actual sloth from Zootopia on his desk https://t.co/uxPMFX64ba,Was just at the DMV &amp; dude had the actual sloth from Zootopia on his desk,1
871805583761956864,https://x.com/elonmusk/status/871805583761956864,"@hellenomwando @MarkBungerLux Also, we will have a very high headcount around each Gigafactory keeping it running.… https://t.co/rDNUo36rB4","Also, we will have a very high headcount around each Gigafactory keeping it running.…",1
871915360819204096,https://x.com/elonmusk/status/871915360819204096,Or is it more about the way you use it? https://t.co/VvqgOX3XFJ,Or is it more about the way you use it?,1
872322588919443456,https://x.com/elonmusk/status/872322588919443456,"@sama Once you add the vintage record player, it's all good","Once you add the vintage record player, it's all good",1
872862122509647872,https://x.com/elonmusk/status/872862122509647872,Could be worse https://t.co/CtnkJysquj,Could be worse,1
872869915337805824,https://x.com/elonmusk/status/872869915337805824,"Just wish they would stop sticking pins in voodoo dolls of me. That hurts, ok?","Just wish they would stop sticking pins in voodoo dolls of me. That hurts, ok?",0
872893125303222272,https://x.com/elonmusk/status/872893125303222272,"@philwhln It's on the car. Might add it to the Tesla app at some point, so you get it on your phone if you have a Powerwall or Tesla solar.","It's on the car. Might add it to the Tesla app at some point, so you get it on your phone if you have a Powerwall or Tesla solar.",1
872905016176025600,https://x.com/elonmusk/status/872905016176025600,"@EricaBoarman Just depends on whether you like a sedan or SUV. Sedan goes faster, SUV has more room.","Just depends on whether you like a sedan or SUV. Sedan goes faster, SUV has more room.",1
872919207754711040,https://x.com/elonmusk/status/872919207754711040,@Belltower @GarthRedshaw @The1ManHerd Must ipso facto half not bee,Must ipso facto half not bee,1
872935638944800768,https://x.com/elonmusk/status/872935638944800768,"@cabbey @JeffMcAdams Good point, will add ""cancel nav"" to voice commands","Good point, will add ""cancel nav"" to voice commands",2
873116351316938752,https://x.com/elonmusk/status/873116351316938752,Few people know that we started Tesla when GM forcibly recalled all electric cars from customers in 2003 &amp; then crushed them in a junkyard,Few people know that we started Tesla when GM forcibly recalled all electric cars from customers in 2003 &amp; then crushed them in a junkyard,0
873121068172460032,https://x.com/elonmusk/status/873121068172460032,"Nothing to do w govt incentives or making money. Thought 90% prob of losing it all (almost did many times), but it was the only chance.","Nothing to do w govt incentives or making money. Thought 90% prob of losing it all (almost did many times), but it was the only chance.",1
873122114307371008,https://x.com/elonmusk/status/873122114307371008,"@kieranquinn27 Long way to go, but we've convinced most of the auto industry to start EV programs &amp; gave them all o… https://t.co/VPtXNVPFvF","Long way to go, but we've convinced most of the auto industry to start EV programs &amp; gave them all o…",1
873210566826803200,https://x.com/elonmusk/status/873210566826803200,@isco__ You may have Heard of the person who put it together,You may have Heard of the person who put it together,1
873310575073255424,https://x.com/elonmusk/status/873310575073255424,"@samabuelsamid @TeslaMotors I've written two forward-looking master plans, but haven't told the Tesla history of ho… https://t.co/qxQdi3VgWl","I've written two forward-looking master plans, but haven't told the Tesla history of ho…",1
874029202768510976,https://x.com/elonmusk/status/874029202768510976,"@ethank @ElectrekCo @TeslaRoadTrip New kernel goes out next weekend, new web browser next month. Radar-only braking… https://t.co/eSvRTzQ4L3","New kernel goes out next weekend, new web browser next month. Radar-only braking…",1
874483570869272576,https://x.com/elonmusk/status/874483570869272576,"@ethank @ElectrekCo @TeslaRoadTrip Linux kernel update was way harder than anticipated. Giant improvement, but mean… https://t.co/onCbEsAWmt","Linux kernel update was way harder than anticipated. Giant improvement, but mean…",1
874506910120034304,https://x.com/elonmusk/status/874506910120034304,@AaronTheSilver @sama How'd you know?,How'd you know?,1
874539511815954432,https://x.com/elonmusk/status/874539511815954432,"@samsheffer That would an interesting target. Would, of course, only count if capable of doing so right off the pro… https://t.co/ZbZBwPPLtd","That would an interesting target. Would, of course, only count if capable of doing so right off the pro…",1
875070931537981440,https://x.com/elonmusk/status/875070931537981440,@jasveer10 In discussions with the government of India requesting temporary relief on import penalties/restrictions… https://t.co/pla865ZLne,In discussions with the government of India requesting temporary relief on import penalties/restrictions…,1
875509067011153920,https://x.com/elonmusk/status/875509067011153920,"$300M cost diff between SpaceX and Boeing/Lockheed exceeds avg value of satellite, so flying with SpaceX means sate… https://t.co/JmSlam4s6A","$300M cost diff between SpaceX and Boeing/Lockheed exceeds avg value of satellite, so flying with SpaceX means sate…",1
875913504451985408,https://x.com/elonmusk/status/875913504451985408,Colonizing Mars (thanks Prof Hubbard for creating this from my talk). Major changes to the plan coming soon. https://t.co/s59qMHUj5O,Colonizing Mars (thanks Prof Hubbard for creating this from my talk). Major changes to the plan coming soon.,2
876536951418925056,https://x.com/elonmusk/status/876536951418925056,If schedule holds there will be two Falcon 9 launches within 48 hours (Cape &amp; Vandenberg) this weekend https://t.co/GbleRPm6iZ,If schedule holds there will be two Falcon 9 launches within 48 hours (Cape &amp; Vandenberg) this weekend,1
876564817179328512,https://x.com/elonmusk/status/876564817179328512,"Don't be jelly, but I just received a monogrammed iPhone case with a gold-plated chain, cat ears &amp; three-leaved clo… https://t.co/2dMuBFi9Gl","Don't be jelly, but I just received a monogrammed iPhone case with a gold-plated chain, cat ears &amp; three-leaved clo…",2
877469994593820672,https://x.com/elonmusk/status/877469994593820672,Over 1000 km should be possible in a 100D with the right tires https://t.co/8czN3dVZE4,Over 1000 km should be possible in a 100D with the right tires,1
878040258541043712,https://x.com/elonmusk/status/878040258541043712,"In life, there are no easy choices …","In life, there are no easy choices …",0
878822240699035648,https://x.com/elonmusk/status/878822240699035648,"@zerosixbravo Slightly heavier than shielded aluminum, but more control authority and can be reused indefinitely with no touch ups","Slightly heavier than shielded aluminum, but more control authority and can be reused indefinitely with no touch ups",1
878824283178287104,https://x.com/elonmusk/status/878824283178287104,"@ClovenLife No, but shielding got fragged every flight. More control authority is for Falcon Heavy, but also enable… https://t.co/mWpvc3JVXK","No, but shielding got fragged every flight. More control authority is for Falcon Heavy, but also enable…",1
878824485280817152,https://x.com/elonmusk/status/878824485280817152,"@zerosixbravo @john_gilleran True, but that's a minor factor for rockets","True, but that's a minor factor for rockets",1
878829325742518272,https://x.com/elonmusk/status/878829325742518272,"@CrappyUsername Not only that, it has all the wifis and 3G is coming soon","Not only that, it has all the wifis and 3G is coming soon",1
879085297526464512,https://x.com/elonmusk/status/879085297526464512,@BenjaminCoop3 Getting closer to fairing recovery and reuse. Had some problems with the steerable parachute. Should… https://t.co/6YmUejl5Q4,Getting closer to fairing recovery and reuse. Had some problems with the steerable parachute. Should…,1
879092174390001664,https://x.com/elonmusk/status/879092174390001664,Sped up version of today's rocket landing on the Droneship Just Read the Instructions (guess it… https://t.co/0wFgXMgeqZ,Sped up version of today's rocket landing on the Droneship Just Read the Instructions (guess it…,1
880240049677357056,https://x.com/elonmusk/status/880240049677357056,I love floors,I love floors,2
880240745319325696,https://x.com/elonmusk/status/880240745319325696,Not as much as tunnels though,Not as much as tunnels though,1
880255239881768960,https://x.com/elonmusk/status/880255239881768960,Just try one. It's way better than you think.,Just try one. It's way better than you think.,2
880301259093270528,https://x.com/elonmusk/status/880301259093270528,"@SimplyDonya Yes, but arguably that's worse","Yes, but arguably that's worse",0
880679414274691072,https://x.com/elonmusk/status/880679414274691072,Just installed steel skeleton of the car/pod elevator. Should be operating next week. https://t.co/DIZW7zuWaA,Just installed steel skeleton of the car/pod elevator. Should be operating next week.,1
880818231417511936,https://x.com/elonmusk/status/880818231417511936,@tehwrx @martinengwicht @ThePhoenixFlare I think Einstein said that,I think Einstein said that,1
881573366565527552,https://x.com/elonmusk/status/881573366565527552,@TimDehoucke Coming later today,Coming later today,1
881755501905588224,https://x.com/elonmusk/status/881755501905588224,"Handover party for first 30 customer Model 3's on the 28th! Production grows exponentially, so Aug should be 100 cars and Sept above 1500.","Handover party for first 30 customer Model 3's on the 28th! Production grows exponentially, so Aug should be 100 cars and Sept above 1500.",2
882117255407980544,https://x.com/elonmusk/status/882117255407980544,@SpaceX We're going to spend the 4th doing a full review of rocket &amp; pad systems. Launch no earlier than 5th/6th. O… https://t.co/TH4zadUFb1,We're going to spend the 4th doing a full review of rocket &amp; pad systems. Launch no earlier than 5th/6th. O…,1
882727063525797888,https://x.com/elonmusk/status/882727063525797888,SpaceX team reviewed all systems again late last night. Done our best to ensure all is good. https://t.co/R3YrF6PEt4,SpaceX team reviewed all systems again late last night. Done our best to ensure all is good.,2
883632780264914944,https://x.com/elonmusk/status/883632780264914944,"Stop biting my finger dammit 
https://t.co/Xh4XHzCWcv
https://t.co/IAlG7khUP4",Stop biting my finger dammit,0
883840893253451776,https://x.com/elonmusk/status/883840893253451776,Production unit 1 of Model 3 is now built and going through final checkout. Pics soon.,Production unit 1 of Model 3 is now built and going through final checkout. Pics soon.,2
883900030163324928,https://x.com/elonmusk/status/883900030163324928,First Production Model 3 https://t.co/TCa2NSUNI3,First Production Model 3,1
1842044892135985346,https://x.com/elonmusk/status/1842044892135985346,"@cb_doge It’s awesome.   All Community Notes code AND data is open source, so you can recreate the results yourself.","It’s awesome. All Community Notes code AND data is open source, so you can recreate the results yourself.",2
884653079936720896,https://x.com/elonmusk/status/884653079936720896,"@soswow @marthajross @mercnews That pizza looked about as appetizing as drywall. If anything, they were doing peopl… https://t.co/qm5JTnYZLj","That pizza looked about as appetizing as drywall. If anything, they were doing peopl…",0
885635670315642880,https://x.com/elonmusk/status/885635670315642880,"Other orgs shd also develop reusable orbital rockets. If an airplane co had reusable airplanes, buying single use a… https://t.co/KqalU0DmPx","Other orgs shd also develop reusable orbital rockets. If an airplane co had reusable airplanes, buying single use a…",1
885916571549351936,https://x.com/elonmusk/status/885916571549351936,@GoDaddy I do have one question. What does GoDaddy mean?,I do have one question. What does GoDaddy mean?,1
885921115435974656,https://x.com/elonmusk/status/885921115435974656,It's what you don't say,It's what you don't say,1
886011377357160448,https://x.com/elonmusk/status/886011377357160448,"@monster_bo1 Small thing (very small), but I made it this way for those who care and understand. Source and appearance are the same.","Small thing (very small), but I made it this way for those who care and understand. Source and appearance are the same.",2
887012021232820224,https://x.com/elonmusk/status/887012021232820224,"@yeematt @noooooomad Yeah, otherwise hard to find them","Yeah, otherwise hard to find them",1
887035171542753280,https://x.com/elonmusk/status/887035171542753280,@FredericLambert @ka_choo_choo @ElectrekCo Not attacking Electrek. Just making sure people don't have the wrong impression.,Not attacking Electrek. Just making sure people don't have the wrong impression.,1
888053175155949568,https://x.com/elonmusk/status/888053175155949568,Just received verbal govt approval for The Boring Company to build an underground NY-Phil-Balt-DC Hyperloop. NY-DC in 29 mins.,Just received verbal govt approval for The Boring Company to build an underground NY-Phil-Balt-DC Hyperloop. NY-DC in 29 mins.,2
888058745153912832,https://x.com/elonmusk/status/888058745153912832,@DaveLeeBBC Support would be much appreciated!,Support would be much appreciated!,2
888059982586839040,https://x.com/elonmusk/status/888059982586839040,@curiousworlds For sure. First set of tunnels are to alleviate greater LA urban congestion. Will start NY-DC in par… https://t.co/N3iENcAtdh,For sure. First set of tunnels are to alleviate greater LA urban congestion. Will start NY-DC in par…,2
888137602108448768,https://x.com/elonmusk/status/888137602108448768,@ejohnson99 City of Chicago already approached us about doing a high speed tunnel from O'Hare to downtown. They've been great.,City of Chicago already approached us about doing a high speed tunnel from O'Hare to downtown. They've been great.,2
888813713800785920,https://x.com/elonmusk/status/888813713800785920,@VoltzCoreAudio @andygen21 @Teslarati A 9m diameter vehicle fits in our existing factories ...,A 9m diameter vehicle fits in our existing factories ...,1
889736220116254720,https://x.com/elonmusk/status/889736220116254720,Often comes as a surprise when people learn that 80% of my time is on engineering/design and just 20% on other stuff https://t.co/T9yLcg9owU,Often comes as a surprise when people learn that 80% of my time is on engineering/design and just 20% on other stuff,1
890096103135358976,https://x.com/elonmusk/status/890096103135358976,Testing The Boring Company car elevator https://t.co/zZkFz6ATGY,Testing The Boring Company car elevator,1
890676198874824704,https://x.com/elonmusk/status/890676198874824704,@mathetes76 Tesla team will verify,Tesla team will verify,1
890765027032039424,https://x.com/elonmusk/status/890765027032039424,Falcon Heavy maiden launch this November https://t.co/D4Dxq9d6hc,Falcon Heavy maiden launch this November,1
890830152124563456,https://x.com/elonmusk/status/890830152124563456,Setting up for Model 3 handover tomorrow night ... https://t.co/gcnZ5jTjyR,Setting up for Model 3 handover tomorrow night ...,1
891543170160353280,https://x.com/elonmusk/status/891543170160353280,@DMC_Ryan Probably middle of next year. Focus now is on getting out of Model 3 production hell. More versions = deeper in hell.,Probably middle of next year. Focus now is on getting out of Model 3 production hell. More versions = deeper in hell.,1
